id,host_id,host_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,availability_30,number_of_reviews,review_scores_rating
13885829,80479138,6,Midtown,40.76085,-73.96655,Entire rental unit,Entire home/apt,2,1,1,$151.00 ,30,7,21,4.81
13885982,11841497,1,Bushwick,40.70123,-73.92953,Private room in rental unit,Private room,2,1,1,$55.00 ,30,0,3,3.5
13886618,21003389,1,Crown Heights,40.66889,-73.95582,Private room in rental unit,Private room,4,1,1,$175.00 ,30,0,21,4.76
13891670,22861607,1,Bedford-Stuyvesant,40.68558,-73.94872,Private room in rental unit,Private room,2,1,1,$45.00 ,30,0,1,5
14095224,4765305,9,Lower East Side,40.72148,-73.98434,Private room in rental unit,Private room,1,1,1,$149.00 ,6,0,8,4.88
13894813,31626212,5,Theater District,40.75702,-73.98293,Private room in rental unit,Private room,1,1,1,$34.00 ,30,0,24,4.79
13895437,2776152,1,Bushwick,40.70026,-73.91954,Private room in rental unit,Private room,2,1,1,$38.00 ,30,0,3,5
14100743,27126954,1,Midwood,40.62783,-73.96151,Entire rental unit,Entire home/apt,2,1,1,$75.00 ,30,0,1,0
14101329,13225047,3,Williamsburg,40.71976,-73.95707,Private room in rental unit,Private room,2,1,1,$70.00 ,30,0,53,4.77
14102790,84902242,1,Carroll Gardens,40.67643,-74.00014,Private room in rental unit,Private room,2,1,1,$100.00 ,3,0,73,4.95
13899934,7262145,1,Upper East Side,40.78233,-73.94705,Private room in rental unit,Private room,2,1,1,$99.00 ,30,0,1,5
13902088,82412007,1,Gramercy,40.73711,-73.98226,Private room in rental unit,Private room,2,1,1,$89.00 ,30,0,3,5
13902591,13499885,2,Williamsburg,40.71457,-73.94677,Private room in rental unit,Private room,1,1,1,$50.00 ,30,0,2,4
13902725,6034354,1,Hell's Kitchen,40.75782,-73.98965,Private room in rental unit,Private room,2,1,1,$156.00 ,3,5,83,4.92
14103515,28131813,1,Harlem,40.83109,-73.94643,Entire rental unit,Entire home/apt,2,1,1,$138.00 ,30,3,14,4.62
13905835,7559036,1,Bedford-Stuyvesant,40.68918,-73.93664,Private room in rental unit,Private room,2,1,1,$125.00 ,2,0,14,5
13906636,62785237,3,Bedford-Stuyvesant,40.68632,-73.94736,Entire rental unit,Entire home/apt,3,1,1,$140.00 ,3,0,116,4.94
13907872,60922011,1,Williamsburg,40.71002,-73.95425,Entire rental unit,Entire home/apt,2,1,1,$120.00 ,30,0,21,4.81
13910111,16156297,1,Bushwick,40.69243,-73.90876,Private room in rental unit,Private room,2,1,1,$37.00 ,2,0,42,4.76
14105491,84932219,1,West Village,40.72847633,-74.00283426,Entire rental unit,Entire home/apt,2,1,1,$315.00 ,1,11,3,5
13911123,82512085,1,Bushwick,40.68987,-73.91594,Private room in rental unit,Private room,1,1,1,$35.00 ,30,0,1,5
13911729,70834,1,Brooklyn Heights,40.6929,-73.99699,Entire rental unit,Entire home/apt,2,1,1,$345.00 ,4,0,25,4.92
14108870,1805238,2,Flatbush,40.65399,-73.9562,Private room in rental unit,Private room,2,1,1,$55.00 ,1,0,167,4.89
14014784,9107244,2,Williamsburg,40.70654,-73.93619,Private room in loft,Private room,2,1,1,$40.00 ,1,8,20,4.65
14109467,25283853,2,Long Island City,40.75497,-73.93153,Entire rental unit,Entire home/apt,2,1,1,$212.00 ,2,6,4,4.75
14015822,82805482,1,East Flatbush,40.65344,-73.95072,Private room in rental unit,Private room,1,1,1,$42.00 ,27,0,16,5
13913696,6474417,1,Washington Heights,40.85629,-73.93282,Shared room in rental unit,Shared room,2,1,1,$45.00 ,1,0,10,5
13913803,4310378,3,Clinton Hill,40.69448,-73.96404,Private room in rental unit,Private room,2,1,1,$100.00 ,3,10,80,4.85
14024257,14399467,2,Lower East Side,40.72255,-73.99306,Private room in rental unit,Private room,2,1,1,$135.00 ,30,0,6,4.5
14179120,42150813,1,Astoria,40.76873,-73.91761,Private room in rental unit,Private room,1,1,1,$70.00 ,30,0,1,4
14180414,85898729,1,East Village,40.73114,-73.98666,Private room in rental unit,Private room,2,1,1,$100.00 ,30,0,12,4.67
14181565,85914840,1,Forest Hills,40.7145,-73.83616,Private room in home,Private room,2,1,1,$80.00 ,30,0,16,4.75
14115645,85062355,1,Cambria Heights,40.70243,-73.7315,Private room in home,Private room,2,1,1,$65.00 ,2,14,121,4.78
14120069,10975389,1,Astoria,40.76094,-73.91987,Private room in home,Private room,1,1,1,$42.00 ,31,0,1,0
14125891,32545798,5,Williamsburg,40.71294,-73.96103,Private room in rental unit,Private room,1,1,1,$52.00 ,30,0,17,4.73
14195437,3250450,18,Jackson Heights,40.74684,-73.89205,Private room in rental unit,Private room,1,1,1,$39.00 ,30,24,1,4
14126303,85191443,1,Harlem,40.82121,-73.9387,Private room in rental unit,Private room,2,1,1,$90.00 ,30,0,30,4.83
14419516,3417321,2,East Village,40.72905,-73.98515,Private room in rental unit,Private room,2,1,1,$150.00 ,30,0,11,4.64
14131597,3620205,1,Prospect-Lefferts Gardens,40.65529,-73.95998,Private room in rental unit,Private room,2,1,1,$32.00 ,30,0,6,5
14419927,2526182,1,Williamsburg,40.71626,-73.95535,Private room in rental unit,Private room,2,1,1,$99.00 ,6,0,9,4.67
14420353,6136511,3,Nolita,40.72203,-73.99678,Private room in rental unit,Private room,1,1,1,$136.00 ,5,0,5,5
14203693,1756362,1,Clinton Hill,40.69379,-73.96635,Entire rental unit,Entire home/apt,2,1,1,$195.00 ,4,5,128,4.87
14135904,63361875,1,Harlem,40.81653,-73.94399,Private room in rental unit,Private room,2,1,1,$80.00 ,30,0,6,4.8
14421313,42627213,1,Bedford-Stuyvesant,40.68672,-73.92127,Private room in rental unit,Private room,2,1,1,$40.00 ,30,0,5,4.8
14138302,37267657,2,Claremont Village,40.84349,-73.90987,Private room in rental unit,Private room,1,1,1,$45.00 ,30,0,4,4.25
14139170,1252743,1,Bushwick,40.70228,-73.91655,Private room in rental unit,Private room,2,1,1,$43.00 ,30,0,9,4.78
14421383,27001949,1,Bushwick,40.69641,-73.91917,Private room in rental unit,Private room,2,1,1,$76.00 ,3,0,109,4.65
14214315,10055751,2,Prospect Heights,40.67403,-73.96321,Private room in rental unit,Private room,3,1,1,$71.00 ,30,0,11,4.45
14423010,15978364,1,Hell's Kitchen,40.76557,-73.99138,Private room in rental unit,Private room,1,1,1,$50.00 ,30,0,1,0
14429957,713764,1,Hell's Kitchen,40.76475,-73.98902,Private room in rental unit,Private room,2,1,1,$152.00 ,2,0,160,4.72
14215652,57283593,16,West Village,40.73569,-74.00256,Entire rental unit,Entire home/apt,5,1,1,$242.00 ,30,0,82,4.73
14217692,6702100,1,Williamsburg,40.70851,-73.95872,Private room in rental unit,Private room,2,1,1,$65.00 ,30,0,10,5
14141622,85375269,1,Woodhaven,40.68938,-73.85167,Entire rental unit,Entire home/apt,2,1,1,$70.00 ,30,0,198,4.83
14429976,78164397,1,Williamsburg,40.71215,-73.96305,Private room in rental unit,Private room,2,1,1,$120.00 ,3,2,164,4.84
14149046,38294216,5,Jamaica,40.68651,-73.8017,Private room in home,Private room,1,1,1,$50.00 ,20,0,12,4.17
14221233,32803663,1,Midtown,40.75349,-73.97363,Entire place,Entire home/apt,4,1,1,$295.00 ,3,0,3,5
14153255,52862385,3,East Flatbush,40.66112,-73.9342,Private room in home,Private room,2,1,1,$79.00 ,30,0,32,4.94
14228589,22926868,7,Sunset Park,40.64642,-74.00044,Private room in rental unit,Private room,1,1,1,$45.00 ,30,28,64,4.78
14233670,86538929,1,Midtown,40.76568,-73.97939,Entire condo,Entire home/apt,2,1,1,$349.00 ,30,0,6,5
14155064,2688383,1,Chelsea,40.74251,-73.998,Entire rental unit,Entire home/apt,2,1,1,$150.00 ,30,0,1,5
14446717,30045574,29,Upper West Side,40.77554,-73.98087,Entire rental unit,Entire home/apt,2,1,1,$150.00 ,30,12,22,5
14155795,65057965,1,East Village,40.73042,-73.98884,Private room in rental unit,Private room,1,1,1,$85.00 ,30,0,24,4.58
14163352,85669769,1,East New York,40.67492,-73.86873,Private room in rental unit,Private room,2,1,1,$100.00 ,1,0,91,4.8
14237735,12087651,1,Harlem,40.82262,-73.94622,Private room in rental unit,Private room,2,1,1,$90.00 ,2,6,54,4.91
14253050,20852937,1,Upper East Side,40.7758,-73.9531,Entire rental unit,Entire home/apt,2,1,1,$150.00 ,30,0,40,4.93
14450268,65109990,4,Clinton Hill,40.68578,-73.96458,Private room in rental unit,Private room,2,1,1,$50.00 ,30,3,61,4.8
14262383,86887132,2,St. Albans,40.69493,-73.7817,Entire rental unit,Entire home/apt,2,1,1,$123.00 ,2,26,70,4.81
14265052,33518883,3,Hell's Kitchen,40.76275,-73.99005,Private room in rental unit,Private room,2,1,1,$90.00 ,30,0,15,4.6
14452731,8616291,2,Harlem,40.82254,-73.95056,Private room in rental unit,Private room,2,1,1,$75.00 ,3,0,146,4.72
14168413,18981759,1,Murray Hill,40.7471,-73.97512,Private room in rental unit,Private room,2,1,1,$92.00 ,30,0,11,4.64
14275887,87065585,2,Jamaica,40.70811,-73.79997,Entire rental unit,Entire home/apt,3,1,1,$202.00 ,2,21,43,4.49
14169102,13616538,1,Kips Bay,40.73887,-73.98223,Private room in rental unit,Private room,1,1,1,$74.00 ,30,0,8,3.57
14462592,79641851,2,Howland Hook,40.63018,-74.17485,Entire home,Entire home/apt,2,1,1,$125.00 ,3,26,30,4.81
14177028,29219991,4,Williamsburg,40.71688,-73.96479,Private room in townhouse,Private room,1,1,1,$163.00 ,5,6,113,4.89
14653831,29824461,1,NoHo,40.72678,-73.99234,Private room in rental unit,Private room,2,1,1,$75.00 ,30,0,1,5
14466193,17466612,2,Bensonhurst,40.60859,-73.97754,Private room in rental unit,Private room,2,1,1,$83.00 ,30,20,21,4.9
14467010,2519491,1,East Village,40.72365,-73.97504,Private room in rental unit,Private room,2,1,1,$60.00 ,30,0,13,4.45
14467602,89158733,2,Two Bridges,40.71284,-73.99425,Private room in rental unit,Private room,1,1,1,$130.00 ,120,29,2,4
14470437,29997245,1,Crown Heights,40.67482,-73.92717,Entire rental unit,Entire home/apt,2,1,1,$190.00 ,2,1,110,4.95
14661553,515095,2,Carroll Gardens,40.67961,-73.9993,Private room in home,Private room,2,1,1,$150.00 ,2,9,123,4.74
14471418,60535711,2,Midtown,40.76049,-73.97574,Entire rental unit,Entire home/apt,2,1,1,$800.00 ,2,0,6,5
14282864,64480098,1,Bushwick,40.70716,-73.92035,Entire rental unit,Entire home/apt,2,1,1,$400.00 ,1,28,24,4.75
14472317,34226735,1,Williamsburg,40.71148,-73.95077,Private room in rental unit,Private room,2,1,1,$110.00 ,30,0,28,4.61
14668738,32878607,1,Midtown,40.7581,-73.96784,Private room in rental unit,Private room,2,1,1,$119.00 ,30,30,17,4.31
14672067,89532341,1,East Flatbush,40.64397,-73.94693,Entire rental unit,Entire home/apt,2,1,1,$85.00 ,93,30,19,4.78
14292249,39241960,1,Kips Bay,40.74162,-73.98289,Private room in rental unit,Private room,2,1,1,$175.00 ,30,0,53,4.78
14294685,492457,4,Ditmars Steinway,40.77997,-73.90788,Private room in home,Private room,1,1,1,$85.00 ,1,6,3,5
14473545,37419591,1,Clinton Hill,40.69069,-73.96708,Entire rental unit,Entire home/apt,3,1,1,$140.00 ,30,0,9,4.89
14295885,74331597,7,Jamaica,40.6847,-73.76798,Private room in home,Private room,2,1,1,$66.00 ,5,12,9,4.89
14672524,91194780,1,Harlem,40.79981,-73.94804,Private room in rental unit,Private room,3,1,1,$56.00 ,30,0,106,4.81
14475417,32446721,9,Corona,40.74839,-73.86328,Shared room in rental unit,Shared room,1,1,1,$62.00 ,1,19,32,4.72
14685187,4961381,1,Clinton Hill,40.68428,-73.96413,Private room in rental unit,Private room,2,1,1,$120.00 ,3,0,58,4.88
14296562,6543299,1,Kips Bay,40.73832,-73.98141,Entire loft,Entire home/apt,2,1,1,$152.00 ,30,0,12,4.4
14296598,14942276,2,Williamsburg,40.71964,-73.95529,Entire loft,Entire home/apt,2,1,1,$249.00 ,30,9,136,4.97
14302945,4803103,1,Fort Greene,40.68255,-73.97089,Private room in rental unit,Private room,1,1,1,$60.00 ,5,0,1,0
14686954,40711894,3,Elmhurst,40.74006,-73.88765,Private room in rental unit,Private room,3,1,1,$92.00 ,1,19,110,4.72
14316284,1483451,1,Greenwich Village,40.72939,-74.00203,Entire rental unit,Entire home/apt,2,1,1,$128.00 ,30,0,67,4.97
14316579,6992420,1,Clinton Hill,40.68467,-73.96096,Private room in rental unit,Private room,1,1,1,$55.00 ,30,0,2,5
14317995,8049219,1,Upper East Side,40.77463,-73.95515,Entire rental unit,Entire home/apt,2,1,1,$165.00 ,30,0,22,5
14690331,27984357,1,West Village,40.73506,-74.00788,Entire rental unit,Entire home/apt,2,1,1,$330.00 ,30,3,40,4.93
14691805,91359302,2,Bedford-Stuyvesant,40.68714,-73.92246,Private room in home,Private room,2,1,1,$35.00 ,30,0,44,4.36
14485082,23727216,1,Sheepshead Bay,40.60931,-73.95393,Entire rental unit,Entire home/apt,4,1,1,$73.00 ,30,0,2,5
14694447,91292951,1,Elmhurst,40.73142,-73.88009,Private room in home,Private room,1,1,1,$35.00 ,30,0,1,5
14320099,87588590,1,Midtown,40.74811,-73.98508,Private room in rental unit,Private room,2,1,1,$57.00 ,30,0,6,4.83
14322170,21697957,1,Williamsburg,40.70593,-73.94265,Private room in rental unit,Private room,2,1,1,$30.00 ,30,0,1,5
14322182,15235299,2,Greenpoint,40.73337,-73.95909,Private room in condo,Private room,2,1,1,$70.00 ,2,0,55,4.65
14696542,91147323,1,Bedford-Stuyvesant,40.69837,-73.94361,Private room in rental unit,Private room,1,1,1,$63.00 ,2,1,259,4.94
14485877,39158104,1,Canarsie,40.64533,-73.90939,Private room in rental unit,Private room,1,1,1,$38.00 ,3,8,51,4.76
14698446,45600001,6,Flushing,40.74457,-73.83371,Private room in townhouse,Private room,2,1,1,$58.00 ,1,9,62,4.45
14706784,26538766,2,Park Slope,40.66933,-73.97863,Shared room in rental unit,Shared room,2,1,1,$40.00 ,30,0,46,4.76
14489610,4149263,1,Greenpoint,40.73485,-73.95424,Entire rental unit,Entire home/apt,2,1,1,$128.00 ,4,0,33,4.64
14332446,31378,2,Crown Heights,40.67282,-73.96099,Shared room in rental unit,Shared room,1,1,1,$48.00 ,1,1,100,4.83
14340142,43817869,2,Bedford-Stuyvesant,40.68886,-73.92744,Private room in townhouse,Private room,2,1,1,$126.00 ,4,0,55,5
14340328,8338942,4,Nolita,40.72334,-73.9938,Shared room in rental unit,Shared room,1,1,1,$100.00 ,30,0,10,4.7
14499377,89526812,1,St. Albans,40.69798,-73.74959,Private room in home,Private room,1,1,1,$85.00 ,2,20,95,4.8
14712466,42764722,1,East Flatbush,40.654,-73.92422,Shared room in floor,Shared room,5,1,1,$99.00 ,100,0,1,5
14716155,89769986,4,Bedford-Stuyvesant,40.69654,-73.93648,Private room in townhouse,Private room,2,1,1,$45.00 ,30,0,94,4.78
14341006,1767228,1,Williamsburg,40.70968,-73.95073,Private room in rental unit,Private room,2,1,1,$55.00 ,3,0,3,5
14341397,87835557,1,Astoria,40.76628,-73.91045,Entire rental unit,Entire home/apt,3,1,1,$105.00 ,2,2,272,4.58
14348580,60852834,1,Greenpoint,40.7278,-73.94797,Private room in rental unit,Private room,2,1,1,$80.00 ,30,1,69,4.83
14716586,89769986,4,Bushwick,40.69796,-73.93487,Private room in townhouse,Private room,2,1,1,$45.00 ,30,0,96,4.73
14516582,89680675,1,Bedford-Stuyvesant,40.6893,-73.95181,Entire rental unit,Entire home/apt,4,1,1,$185.00 ,30,0,79,4.65
14351693,21544501,2,Bushwick,40.68936,-73.90561,Private room in rental unit,Private room,2,1,1,$62.00 ,1,0,31,4.77
14353077,39726129,1,Stuyvesant Town,40.73092,-73.97784,Private room in rental unit,Private room,1,1,1,$54.00 ,30,0,2,5
14520743,33518883,3,Hell's Kitchen,40.76053,-73.99111,Private room in rental unit,Private room,2,1,1,$95.00 ,30,0,23,4.7
14353103,87967262,1,Williamsburg,40.70807,-73.95415,Private room in rental unit,Private room,2,1,1,$200.00 ,30,0,9,4.83
14522175,25760832,1,Lower East Side,40.71954,-73.98761,Entire rental unit,Entire home/apt,2,1,1,$175.00 ,30,0,22,4.32
14522632,37435755,3,Bushwick,40.70271,-73.91761,Private room in rental unit,Private room,2,1,1,"$1,500.00 ",30,30,28,4.3
14731939,44835881,1,Bedford-Stuyvesant,40.6828,-73.95248,Private room in rental unit,Private room,2,1,1,$50.00 ,30,0,2,4.5
14732678,116382,8,Crown Heights,40.67019,-73.94053,Private room in townhouse,Private room,4,1,1,$55.00 ,30,0,53,4.75
14361378,19877163,1,Boerum Hill,40.68334,-73.97922,Private room in rental unit,Private room,2,1,1,$55.00 ,30,0,1,5
14547982,27427335,1,Williamsburg,40.71869,-73.95488,Private room in rental unit,Private room,2,1,1,$99.00 ,30,0,3,5
14733932,89769986,4,Bedford-Stuyvesant,40.69566,-73.93546,Private room in townhouse,Private room,2,1,1,$45.00 ,30,21,108,4.74
14548280,10013093,1,Lower East Side,40.72207,-73.988,Private room in rental unit,Private room,2,1,1,$84.00 ,30,0,1,4
14551508,89852528,1,Ridgewood,40.70778,-73.90712,Private room in rental unit,Private room,2,1,1,$45.00 ,1,0,38,4.92
14737992,91804427,1,Harlem,40.82644,-73.95193,Private room in rental unit,Private room,1,1,1,$40.00 ,14,10,36,4.66
14554093,1258319,1,West Village,40.7382,-74.00215,Entire rental unit,Entire home/apt,2,1,1,$150.00 ,60,0,4,5
14555269,4825815,1,Lower East Side,40.71858,-73.9822,Private room in rental unit,Private room,2,1,1,$95.00 ,30,0,9,4.25
14371877,9725785,2,Williamsburg,40.71216,-73.96835,Private room in rental unit,Private room,2,1,1,$55.00 ,30,0,74,4.92
14556634,9974520,1,Greenpoint,40.72607,-73.94764,Private room in rental unit,Private room,2,1,1,$48.00 ,30,0,1,5
14744735,943367,2,Greenpoint,40.7287,-73.94197,Private room in loft,Private room,1,1,1,$45.00 ,28,0,9,4.78
14386245,88352863,1,Crown Heights,40.66937,-73.954,Private room in rental unit,Private room,2,1,1,$65.00 ,30,0,6,4.6
14556661,90125781,1,Harlem,40.80366,-73.9578,Entire rental unit,Entire home/apt,2,1,1,$85.00 ,90,6,2,4.5
14388889,20302754,3,Bushwick,40.69273,-73.91337,Private room in rental unit,Private room,1,1,1,$75.00 ,6,5,139,4.87
14756273,68276808,1,Ditmars Steinway,40.77402,-73.91757,Private room in rental unit,Private room,2,1,1,$50.00 ,30,0,10,5
14568858,10441070,1,Williamsburg,40.71991,-73.94071,Entire rental unit,Entire home/apt,3,1,1,$250.00 ,4,0,4,4.5
14398077,2960046,1,West Village,40.73279879,-74.00543211,Private room in rental unit,Private room,2,1,1,$190.00 ,3,6,1,5
14398671,276207,1,Upper West Side,40.79592,-73.97244,Private room in rental unit,Private room,1,1,1,$60.00 ,20,2,1,4
14404240,88400958,1,Forest Hills,40.71795,-73.83307,Private room in rental unit,Private room,2,1,1,$55.00 ,2,0,81,4.54
14576763,51256572,1,Hell's Kitchen,40.75971,-73.99221,Private room in rental unit,Private room,2,1,1,$85.00 ,30,0,2,4
14406256,88585692,1,Bushwick,40.69449,-73.92712,Private room in rental unit,Private room,1,1,1,$108.00 ,30,0,20,4.79
14406807,425806,1,Harlem,40.81041,-73.94561,Entire rental unit,Entire home/apt,4,1,1,$125.00 ,30,0,31,4.9
14763255,43585545,1,Bedford-Stuyvesant,40.68828,-73.94972,Private room in rental unit,Private room,2,1,1,$52.00 ,1,0,39,4.9
14769785,83147028,2,Crown Heights,40.67148,-73.92505,Private room in rental unit,Private room,2,1,1,$106.00 ,30,0,16,4.56
14770256,42854068,1,Midwood,40.61688,-73.96008,Private room in floor,Private room,2,1,1,$40.00 ,30,0,1,0
14588156,154866,1,Crown Heights,40.67122,-73.94543,Entire townhouse,Entire home/apt,4,1,1,$140.00 ,30,0,102,4.9
14771249,9176756,1,East Flatbush,40.65284,-73.94931,Entire rental unit,Entire home/apt,4,1,1,$80.00 ,30,0,2,5
14406923,71663192,1,Flushing,40.74945,-73.8201,Private room in home,Private room,2,1,1,$80.00 ,1,15,26,4.83
14408114,836168,14,Midtown,40.76456,-73.97876,Entire condo,Entire home/apt,3,1,1,"$2,500.00 ",30,29,4,5
14417576,57910970,1,Battery Park City,40.70894,-74.01544,Entire rental unit,Entire home/apt,3,1,1,$180.00 ,30,0,36,4.92
14781268,566200,1,Bushwick,40.69929,-73.92887,Private room in rental unit,Private room,2,1,1,$63.00 ,30,0,6,4.33
14783267,950826,1,Park Slope,40.66798,-73.98165,Entire rental unit,Entire home/apt,2,1,1,$170.00 ,30,0,17,4.82
14784377,40223194,1,Harlem,40.8116,-73.95377,Private room in rental unit,Private room,1,1,1,$49.00 ,2,0,3,5
14608127,90646927,1,Kips Bay,40.74577,-73.97861,Entire rental unit,Entire home/apt,2,1,1,$175.00 ,30,0,17,4.93
14856799,27673980,8,Flushing,40.74537,-73.83252,Private room in townhouse,Private room,2,1,1,$58.00 ,1,14,95,4.55
14609199,799082,1,Harlem,40.82111,-73.94959,Private room in rental unit,Private room,1,1,1,$38.00 ,8,1,3,4.5
14858190,17540607,1,Lower East Side,40.71955,-73.97986,Entire rental unit,Entire home/apt,2,1,1,$165.00 ,30,0,2,5
14787179,92325527,1,Williamsburg,40.71133,-73.94248,Private room in home,Private room,2,1,1,$99.00 ,30,0,144,4.99
14801700,34274867,2,Washington Heights,40.8556,-73.93637,Private room in rental unit,Private room,1,1,1,$99.00 ,30,0,20,4.65
14858777,9030453,2,Harlem,40.81177,-73.94259,Private room in rental unit,Private room,2,1,1,$71.00 ,90,5,6,5
14865705,16795575,1,Flushing,40.75352,-73.82551,Private room in rental unit,Private room,2,1,1,$40.00 ,30,0,6,5
14868158,93148942,2,Bushwick,40.70058,-73.92794,Private room in rental unit,Private room,2,1,1,$60.00 ,30,0,9,4.78
14624128,10098825,1,East Harlem,40.78555,-73.94246,Private room in rental unit,Private room,2,1,1,$65.00 ,30,0,25,4.74
14809302,40236384,2,Prospect-Lefferts Gardens,40.65826,-73.96046,Private room in home,Private room,2,1,1,$60.00 ,30,0,19,4.63
14817571,90043913,2,Ditmars Steinway,40.77427,-73.91599,Private room in rental unit,Private room,1,1,1,$100.00 ,30,27,12,4.33
14869063,93160113,1,Gramercy,40.73398,-73.98519,Entire rental unit,Entire home/apt,4,1,1,$149.00 ,30,0,8,4.88
14869215,7702,2,Upper West Side,40.79461,-73.97404,Entire rental unit,Entire home/apt,2,1,1,$135.00 ,30,0,10,4.9
14869260,84403365,1,Upper East Side,40.7807,-73.94862,Private room in rental unit,Private room,2,1,1,$75.00 ,30,0,1,5
14871074,7675569,1,Bushwick,40.70055,-73.92897,Private room in rental unit,Private room,2,1,1,$65.00 ,30,0,5,4.5
14822309,16978120,3,Harlem,40.83194,-73.94866,Private room in rental unit,Private room,1,1,1,$65.00 ,30,0,16,4.81
14823020,22388424,2,Ridgewood,40.70432,-73.91019,Private room in rental unit,Private room,2,1,1,$49.00 ,30,2,12,4.73
14823077,20707006,1,East Harlem,40.78954,-73.95011,Private room in rental unit,Private room,2,1,1,$100.00 ,30,0,1,4
14824230,92690603,1,Harlem,40.80559,-73.95632,Private room in condo,Private room,2,1,1,$75.00 ,3,0,64,4.98
14872249,13607787,1,East Village,40.72834,-73.98482,Shared room in rental unit,Shared room,1,1,1,$142.00 ,31,30,32,4.97
14633324,90848714,1,Williamsburg,40.71161,-73.96367,Entire rental unit,Entire home/apt,2,1,1,$168.00 ,30,0,22,5
14826817,92720308,6,Flatbush,40.6392,-73.96256,Private room in home,Private room,3,1,1,$69.00 ,1,0,129,4.35
14881794,45748188,2,Morningside Heights,40.81254,-73.95799,Private room in rental unit,Private room,1,1,1,$56.00 ,30,0,20,4.44
14636181,90867640,1,St. Albans,40.6932,-73.76042,Entire home,Entire home/apt,2,1,1,$110.00 ,1,13,9,5
14837884,91280958,1,SoHo,40.71995,-73.99933,Private room in rental unit,Private room,1,1,1,$46.00 ,30,0,1,0
15095005,24696055,1,Gowanus,40.67783,-73.98346,Entire rental unit,Entire home/apt,2,1,1,$149.00 ,7,0,23,4.91
14882137,93316008,1,Ridgewood,40.7083,-73.91032,Private room in home,Private room,2,1,1,$60.00 ,5,0,6,5
15097126,94717868,1,Maspeth,40.73812,-73.89717,Private room in rental unit,Private room,2,1,1,$65.00 ,30,0,6,5
14882309,92720308,6,Flatbush,40.63921,-73.96285,Private room in home,Private room,3,1,1,$65.00 ,1,0,179,4.69
15098153,7694993,1,Greenpoint,40.72757,-73.94691,Entire rental unit,Entire home/apt,2,1,1,$200.00 ,30,0,8,4.71
15102026,19983675,1,Bedford-Stuyvesant,40.68747,-73.94685,Private room in rental unit,Private room,2,1,1,$55.00 ,2,0,3,4.67
15106603,9280524,1,Upper West Side,40.7976,-73.97144,Entire rental unit,Entire home/apt,2,1,1,$185.00 ,30,0,1,5
14892623,93441980,1,South Beach,40.59273,-74.08831,Private room in rental unit,Private room,2,1,1,$95.00 ,1,1,103,4.85
15108887,40317143,6,Maspeth,40.71897,-73.90467,Private room in rental unit,Private room,2,1,1,$54.00 ,30,0,38,4.66
14913167,71093067,1,Crown Heights,40.67239,-73.96021,Private room in rental unit,Private room,2,1,1,$88.00 ,30,0,8,4.67
14844313,3558909,1,Bushwick,40.700706,-73.912239,Entire rental unit,Entire home/apt,3,1,1,$112.00 ,30,0,2,5
14851530,50374022,2,Williamsburg,40.71194,-73.96427,Private room in rental unit,Private room,1,1,1,$76.00 ,30,0,2,5
14913941,51752700,1,Crown Heights,40.67714,-73.95366,Private room in townhouse,Private room,1,1,1,$56.00 ,30,0,61,4.67
15328237,47617616,1,Long Island City,40.74412,-73.94725,Private room in condo,Private room,1,1,1,$125.00 ,6,18,15,4.71
15132151,95939781,1,Kips Bay,40.74427,-73.97474,Entire rental unit,Entire home/apt,1,1,1,$249.00 ,30,0,1,5
15133721,95936966,1,Forest Hills,40.71694,-73.85369,Private room in townhouse,Private room,1,1,1,$69.00 ,30,0,9,4.89
15336596,77010815,2,Norwood,40.87251,-73.87727,Private room in rental unit,Private room,2,1,1,$50.00 ,3,0,38,4.7
15141938,79289737,1,Chelsea,40.7445,-73.99397,Private room in loft,Private room,2,1,1,$239.00 ,2,4,317,4.99
15338155,22534244,1,Woodside,40.74747,-73.89584,Private room in rental unit,Private room,2,1,1,$99.00 ,1,9,72,4.85
14918238,93743081,2,Bedford-Stuyvesant,40.68452,-73.95378,Private room in rental unit,Private room,2,1,1,$52.00 ,1,0,380,4.65
14918404,92720308,6,Flatbush,40.63883,-73.9623,Private room in home,Private room,2,1,1,$62.00 ,1,0,124,4.67
14928089,71176668,4,Harlem,40.81594,-73.93735,Private room in rental unit,Private room,1,1,1,$110.00 ,30,0,26,4.92
15149187,6314010,1,Greenpoint,40.72657,-73.94832,Private room in rental unit,Private room,2,1,1,$45.00 ,30,0,51,4.72
14932887,30283594,437,Hell's Kitchen,40.76153,-73.99878,Entire serviced apartment,Entire home/apt,3,1,1,$369.00 ,30,19,4,5
14933388,1315670,2,Bedford-Stuyvesant,40.68482,-73.95114,Private room in rental unit,Private room,2,1,1,$55.00 ,30,15,23,4.86
15149762,85955862,1,East Harlem,40.7928,-73.94547,Private room in rental unit,Private room,2,1,1,$107.00 ,30,0,2,0
15150240,37821056,9,Flatbush,40.65403,-73.9611,Private room in rental unit,Private room,1,1,1,$40.00 ,30,0,6,5
14933521,93020402,1,Harlem,40.81816,-73.94596,Entire rental unit,Entire home/apt,2,1,1,$257.00 ,30,6,98,4.54
15158194,7245581,19,Washington Heights,40.83501,-73.93934,Entire rental unit,Entire home/apt,2,1,1,$71.00 ,270,0,9,4.33
