id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
35864791,Artsy Chic Leslieville 1 BR Bsmt Apt w/Parking,11192458,Lena,,South Riverdale,43.66474,-79.339,Entire home/apt,60,30,12,2022-07-23,0.33,1,61,4,
36063321,Beautifully Renovated Luxury Home |Central Toronto,271289932,Morag,,Lawrence Park North,43.73422,-79.40702,Entire home/apt,364,5,25,2022-09-03,0.71,1,297,11,STR-2205-GMYHHG
36066259,Quiet 1 bedroom w balcony in Roncesvalles village,52642657,Anna,,Roncesvalles,43.65253,-79.45085,Entire home/apt,100,28,2,2021-06-04,0.05,1,0,0,STR-2104-HGDXVJ
35866502,City Suite- No cleaning fee,167034435,Kevin,,Moss Park,43.6604,-79.37289,Private room,209,28,64,2020-10-26,1.64,24,363,0,Exempt
35874322,Cozy 2 Bedroom in the ♥ of North York with a sauna,269830330,Lana,,Willowdale West,43.77056,-79.43774,Entire home/apt,191,1,93,2022-09-05,2.44,1,161,68,STR-2012-HXTBHL
36066682,FOREST HILL CHEAP WEEKLY RENTAL,270893391,Sherine,,Forest Hill North,43.70516,-79.42287,Private room,65,28,0,,,1,364,0,
36315079,BEARBURY ELEGANT APARTMENT,255601789,Ali,,Markland Wood,43.63434,-79.57248,Entire home/apt,90,28,35,2020-05-27,0.95,12,76,0,
36073860,Upper Edward Garden in York Mills,270166119,Wei,,St.Andrew-Windfields,43.75214,-79.36839,Shared room,88,28,0,,,2,364,0,
36317839,"Bright, airy studio in the heart of Little Italy",127693604,Sibel,,Trinity-Bellwoods,43.65331,-79.42068,Entire home/apt,82,28,1,2019-07-07,0.03,1,0,0,
36074510,Downtown Toronto City Views Spacious 1BR + Parking,99090746,Tetyana,,Niagara,43.6377,-79.40621,Entire home/apt,327,3,97,2022-08-01,2.56,1,181,11,STR-2012-GCXVHF
36319723,"Bright, Spacious & Upscale , Steps to Subway/Mall",273148697,Alessandro,,Willowdale East,43.76303,-79.39036,Entire home/apt,362,3,95,2022-08-20,2.46,2,136,40,STR-2012-HSWPHL
36077046,Beaches Living - Large 1 bed apartment w/parking,27061855,Patricia,,The Beaches,43.66872,-79.30856,Entire home/apt,110,7,6,2021-06-30,0.18,1,220,0,STR-2010-FTJKPC
