id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
37085331,🌻The Urban Farmhaus🌻 ARBORETUM TICKETS INCLUDED,57933646,Nicole And Brad,,District 14,32.82389,-96.76472,Entire home/apt,79,1,200,2022-08-04,5.45,15,352,65,
37091760,Serene Bungalow in the City,60226438,Jesse,,District 2,32.81546,-96.77683,Entire home/apt,112,2,19,2022-07-02,0.54,5,273,16,
37097726,Comfy 3 bedroom duplex with ramp! Pets welcome!,265268931,Tia,,District 9,32.82669,-96.68071,Entire home/apt,105,2,61,2022-07-11,1.66,2,158,19,
37118208,The Guild Victory Park | Katy Trail | Studio,265467659,The Guild,,District 2,32.79443,-96.81341,Entire home/apt,229,1,25,2020-03-16,0.71,4,59,0,
37125793,The Unique Deep Ellum/Lower Greenville LightShow 2,51377763,Prince,,District 2,32.80574,-96.77225,Entire home/apt,88,1,358,2022-07-27,9.65,6,74,80,
37126843,Your Perfect Family Dallas Getaway Retreat,64526429,Asher,,District 10,32.91477,-96.70847,Entire home/apt,247,1,74,2022-07-17,2.00,13,356,20,
37130318,Comfortable Condo for Extended Stays,50210533,Joseph,,District 11,32.9628,-96.80848,Entire home/apt,64,30,2,2020-06-29,0.06,1,158,0,
37142764,Ghetto Fabulous,277838773,Stormy,,District 7,32.75467,-96.75969,Entire home/apt,70,2,1,2020-02-09,0.03,1,0,0,
37143841,Henderson Hot Spot - Condo A,113547397,Rusty,,District 2,32.81712,-96.77735,Entire home/apt,97,30,41,2022-07-30,1.14,3,246,6,
37151510,The Guild Victory Park | Katy Trail | 1BR + Den,265467659,The Guild,,District 2,32.79443,-96.81341,Entire home/apt,259,1,4,2021-10-09,0.11,4,60,1,
37151549,The Guild Victory Park | Katy Trail | 2BR Suite,265467659,The Guild,,District 2,32.79443,-96.81341,Entire home/apt,349,1,179,2022-06-28,5.08,4,112,31,
37155668,"2 Bedroom|1 King, 1 Queen & Sofa Bed|Valet Parking|Walk Score 95/100|Downtown Dallas",305350123,Corporate,,District 2,32.77722,-96.7964,Entire home/apt,112,1,36,2021-02-28,1.00,23,184,0,
37156651,Corporate 1bedroom 2 beds Uptown Dallas/Pool/Parking/Washer dryer,188733636,Elegant,,District 14,32.82412,-96.78624,Entire home/apt,100,1,8,2022-04-30,0.23,40,345,3,
37156978,Stylish 1 bedroom 2 beds Apt Uptown Dallas | Parking | Washer & Dryer,188733636,Elegant,,District 14,32.82533,-96.78655,Entire home/apt,93,1,21,2022-07-03,0.58,40,360,6,
37185800,Central Dallas 1 bed 1 bath Comfy Home To Stay,187163568,Alicia,,District 14,32.82299,-96.78817,Entire home/apt,105,2,11,2022-06-05,1.18,1,77,11,
37211394,Sunny Penshire,280113126,Guadalupe Marie,,District 7,32.78899,-96.69119,Entire home/apt,175,1,23,2020-08-29,0.68,2,167,0,
37220066,Condo near medical city,166905228,Ester,,District 13,32.92292,-96.81025,Entire home/apt,130,3,1,2021-06-25,0.07,11,364,0,
37220245,Private Master Suite Access to all Dallas Freeways,37853441,Azar,,District 11,32.93551,-96.76924,Private room,59,2,21,2022-08-06,0.57,15,329,8,
37234283,KING BED | FREE PARKING | FULL KITCHEN | GYM  POOL,108514926,Dalls,,District 2,32.83075,-96.85024,Entire home/apt,70,40,3,2021-01-10,0.12,317,365,0,
37235102,KING BED | FREE PARKING | FULL KITCHEN | GYM  POOL,108514926,Dalls,,District 2,32.83019,-96.8522,Entire home/apt,80,20,4,2021-02-14,0.11,317,365,0,
37319697,Shared space with security & easy access to DART,25193642,Aimee,,District 10,32.90885,-96.71476,Shared room,40,2,0,,,1,0,0,
37328736,long term |Chic | Highland Park Adjacent,430957331,Deisy,,District 14,32.82055,-96.81204,Entire home/apt,295,2,22,2022-07-27,0.62,20,173,2,
37335545,Stylish 2/2 Modern Uptown HiRise w Views & Cable,26805375,Ace,,District 14,32.80589,-96.79563,Entire home/apt,138,2,33,2021-09-21,0.91,6,348,1,
37424426,"Spacious Townhome near Midtown, i635, and Tollway!",20542691,Hollie + Greg,,District 11,32.93071,-96.796,Entire home/apt,190,30,20,2022-06-14,0.58,3,117,3,
37425600,"Lower Greenville Dallas Apt, Steps from Everything",26446480,Shane,,District 2,32.81657,-96.77475,Entire home/apt,98,2,87,2022-07-23,2.40,1,87,25,
37426742,Bungalow Beauty - Historic Home Guest House,1509921,Robert,,District 14,32.81489,-96.81231,Entire home/apt,80,2,155,2022-07-30,4.27,4,66,46,
37432565,A++ Location ⭐Lux Pool ⭐3 Kings ⭐Fire Pit,6064671,Aaron,,District 11,32.89547,-96.78753,Entire home/apt,480,2,59,2022-07-10,1.79,1,358,15,
37434343,UPTOWN DALLAS | CHARMING 2BR APT | POOL+PARKING❤️️,36151189,Grace,,District 14,32.80111,-96.79318,Entire home/apt,209,1,115,2022-02-22,3.39,25,72,26,
37443021,KING BED | FREE PARKING | FULL KITCHEN | GYM  POOL,108514926,Dalls,,District 2,32.82933,-96.85019,Entire home/apt,149,4,4,2021-04-25,0.14,317,0,0,
37443143,KING BED | FREE PARKING | FULL KITCHEN | GYM  POOL,108514926,Dalls,,District 2,32.82873,-96.85094,Entire home/apt,148,3,0,,,317,0,0,
37443266,KING BED | FREE PARKING | FULL KITCHEN | GYM  POOL,108514926,Dalls,,District 2,32.82882,-96.85198,Entire home/apt,146,2,3,2020-01-25,0.08,317,322,0,
37443537,AMAZING PRICE West-Village Walk Anywhere,108514926,Dalls,,District 14,32.79844,-96.78635,Entire home/apt,120,20,3,2021-02-15,0.08,317,286,0,
37457113,Cubist | Highland Park | Long term,430957331,Deisy,,District 14,32.82146,-96.81009,Entire home/apt,287,2,10,2021-10-13,0.30,20,177,3,
37458737,#Black Room | Social House in Dallas,4450257,Arvin,,District 10,32.92322,-96.73686,Private room,49,10,31,2022-02-28,0.85,4,71,5,
37466294,#Turquoise Room | Social House in Dallas,4450257,Arvin,,District 10,32.92153,-96.73894,Private room,55,10,11,2022-02-28,0.30,4,61,3,
37466302,#Daei's Room | Social House in Dallas,4450257,Arvin,,District 10,32.92123,-96.73871,Private room,60,10,18,2022-05-06,0.50,4,22,6,
37466304,#Blue Room | Social House in Dallas,4450257,Arvin,,District 10,32.923,-96.73764,Private room,49,10,23,2022-07-14,0.63,4,75,4,
37522691,Shabby Chic Meets City + Pool,201156613,Samantha,,District 14,32.82747,-96.76889,Entire home/apt,395,2,108,2022-08-09,3.13,2,283,32,
37530427,❤️❤️HEART DOWNTOWN❤️❤️NEW✅Oak Lawn Ave⭐️Parking⭐️,45231444,Andrew Lucas,,District 14,32.81576,-96.80497,Entire home/apt,1073,1,16,2019-10-13,0.44,2,302,0,
37567860,Spacious Apt in Desired Location near Downtown,43384036,Ronny,,District 9,32.82425,-96.74405,Entire home/apt,250,1,65,2022-07-22,1.77,10,353,11,
37675128,Amyfinehouse |Spacious 2BR Loft |Pool+Wifi+Valet,36151189,Grace,,District 2,32.77684,-96.79439,Entire home/apt,133,1,164,2022-08-07,4.54,25,291,51,
37691545,UPTOWN LIVING - Walk to Katy Trail & AAC,35176459,Nick,,District 14,32.79634,-96.80858,Entire home/apt,1000,2,14,2020-11-29,0.39,1,71,0,
37776253,Stylish Dallas - Perfect located,62476323,Jennifer,,District 9,32.84755,-96.76095,Entire home/apt,99,30,14,2022-05-28,0.47,3,365,6,
37885003,Upscale Downtown Hirise 2 bedroom King w/CityViews,26805375,Ace,,District 14,32.78313,-96.79871,Entire home/apt,107,2,73,2022-06-05,2.02,6,144,26,
37898963,Splendid Spacious House | BIG groups w POOL,64526429,Asher,,District 7,32.79569,-96.70635,Entire home/apt,196,2,123,2022-08-07,3.44,13,364,39,
37927509,Affordable luxury at it’s peak!!,145926217,Joshua,,District 14,32.81794,-96.78812,Entire home/apt,150,3,0,,,1,0,0,
37939383,Private Home Oasis for Couples,163495719,Tera,,District 1,32.7603,-96.83522,Entire home/apt,650,2,2,2019-10-13,0.06,1,83,0,
37939592,Donna Lee - A 1962 Vintage Airstream.,5215726,Georgette,,District 2,32.80661,-96.82592,Entire home/apt,83,2,135,2022-07-31,3.82,1,152,63,
37946276,Downtown Dallas Townhouse ★ Private Spacious | Garage I Patio,28836312,Roy,,District 2,32.8034,-96.78288,Entire home/apt,103,2,121,2022-08-07,3.47,11,350,59,
37947393,Enormous Family Gathering Home By Trinity Groves,60363629,Josh,,District 6,32.78418,-96.8503,Entire home/apt,303,1,82,2022-07-16,2.28,1,188,27,
37969344,Morrow & Que Sleep in,287865856,Tomorrow,,District 7,32.80726,-96.68899,Private room,85,1,0,,,1,0,0,
37972343,Dallas R&R Hostel // Dorm Bed F,384442953,Kristie,,District 1,32.75211,-96.85668,Shared room,17,1,41,2022-07-18,1.14,13,355,15,
37972433,Dallas R&R Hostel // Dorm Bed G,384442953,Kristie,,District 1,32.75384,-96.85805,Shared room,17,1,47,2022-07-08,1.32,13,364,14,
